Time,Block,TaskCount,Target,ClickedItem,IsTarget
1688219196024,training,0,Purple Cube,Missed,False
1688219202283,training,1,Red Cube,Missed,False
1688219208541,training,2,Yellow Cylinder,Missed,False
1688219214801,training,3,Blue Pyramids,Missed,False
1688219221310,training,4,Purple Sphere,Missed,False
1688219227816,training,5,Blue Pyramids,Missed,False
