Time,Block,TaskCount,Duration,X,Y,Z
1688226584813,training,-1,1250,1.6,1.2,-0.211
1688226594385,training,0,1750,1.6,1.2,-0.211
1688226601145,training,1,1750,1.6,1.2,-0.211
1688226607902,training,2,1750,1.6,1.2,-0.211
1688226614662,training,3,1500,1.6,1.2,-0.211
1688226621169,training,4,1250,1.6,1.2,-0.211
1688226662267,AR-difficult,-1,1750,1.6,1.2,-0.211
1688226664029,AR-difficult,0,1500,1.6,1.2,-0.211
