Time,Block,TaskCount,Item,Tag,X,Y,Z
1688224486186,training,0,Red Sphere,Target,2.067386,2.012856,0.7487055
1688224486186,training,0,Red Cube,Same Color,1.397862,1.18623,0.8024779
1688224486186,training,0,Red Pyramids,Same Color,2.004563,1.757854,-0.3106989
1688224486186,training,0,Red Pyramids,Same Color,0.9019034,1.789355,0.8224351
1688224486186,training,0,Red Cylinder,Same Color,2.289099,0.7257187,1.406914
1688224486186,training,0,Red Pyramids,Same Color,0.5511964,1.058336,0.6052754
1688224486186,training,0,Red Pyramids,Same Color,2.245589,0.6894639,-0.3001424
1688224486186,training,0,Blue Sphere,Same Shape,2.738919,1.920373,-0.2830568
1688224486186,training,0,Yellow Sphere,Same Shape,2.608645,0.7832867,1.832552
1688224486186,training,0,Purple Sphere,Same Shape,1.389318,0.9779145,1.277543
1688224486186,training,0,Yellow Sphere,Same Shape,0.8455634,0.8133005,-0.3654366
1688224486186,training,0,Blue Sphere,Same Shape,1.860394,1.269029,-0.9322125
1688224486186,training,0,Blue Sphere,Same Shape,2.056889,0.4668937,0.7340114
1688224486186,training,0,Yellow Pyramids,Different,2.269499,2.106927,1.483285
1688224486186,training,0,Yellow Pyramids,Different,2.705245,1.480097,-1.310382
1688224486186,training,0,Yellow Pyramids,Different,1.075287,1.881173,-0.2916428
1688224486186,training,0,Blue Cylinder,Different,2.132559,0.7791103,-0.8426442
1688224486186,training,0,Blue Pyramids,Different,2.373473,1.106022,0.3856041
1688224486186,training,0,Purple Cylinder,Different,0.460951,1.259226,-0.1782829
1688224492451,training,1,Blue Sphere,Target,1.430067,0.7562186,1.087134
1688224492451,training,1,Blue Cube,Same Color,2.716139,1.931295,-0.9752537
1688224492451,training,1,Blue Cylinder,Same Color,0.6832333,0.8843735,-0.009543717
1688224492451,training,1,Blue Pyramids,Same Color,2.382108,2.09816,1.615233
1688224492451,training,1,Blue Cube,Same Color,2.348591,0.9771407,0.9889396
1688224492451,training,1,Blue Pyramids,Same Color,2.771055,1.043177,-1.431859
1688224492451,training,1,Blue Pyramids,Same Color,1.746012,0.9584895,0.5204079
1688224492451,training,1,Yellow Sphere,Same Shape,1.438557,1.658509,-0.5591766
1688224492451,training,1,Purple Sphere,Same Shape,2.544631,0.8110868,-0.164676
1688224492451,training,1,Yellow Sphere,Same Shape,0.6529258,1.497692,-0.4886011
1688224492451,training,1,Yellow Sphere,Same Shape,2.497729,1.533091,1.419563
1688224492451,training,1,Purple Sphere,Same Shape,1.522561,1.114764,-0.07873791
1688224492451,training,1,Yellow Sphere,Same Shape,2.397391,0.492019,-1.303174
1688224492451,training,1,Red Pyramids,Different,0.7973027,0.8355048,1.035135
1688224492451,training,1,Red Cylinder,Different,1.530801,1.792331,0.0481168
1688224492451,training,1,Purple Cube,Different,2.387961,1.741987,-0.144007
1688224492451,training,1,Red Pyramids,Different,2.563123,1.88252,0.6115017
1688224492451,training,1,Yellow Pyramids,Different,2.237376,0.4704948,1.609675
1688224492451,training,1,Yellow Cube,Different,2.542263,1.432802,0.3865622
1688224499209,training,2,Red Cylinder,Target,2.077797,0.936542,-0.3477615
1688224499209,training,2,Red Cube,Same Color,2.037088,1.821007,1.331067
1688224499209,training,2,Red Sphere,Same Color,1.686553,0.6952995,-0.5504829
1688224499209,training,2,Red Sphere,Same Color,0.4372757,1.148738,-0.2252877
1688224499209,training,2,Red Cube,Same Color,2.312317,1.990974,0.04311991
1688224499209,training,2,Red Pyramids,Same Color,1.305545,1.530319,0.007394373
1688224499209,training,2,Red Sphere,Same Color,0.8414059,1.699861,0.4692438
1688224499209,training,2,Yellow Cylinder,Same Shape,2.480115,0.9477229,0.6153187
1688224499209,training,2,Purple Cylinder,Same Shape,2.400749,1.196676,-0.6877396
1688224499209,training,2,Blue Cylinder,Same Shape,2.583791,1.476748,0.1547462
1688224499209,training,2,Purple Cylinder,Same Shape,2.209062,0.5726168,1.543848
1688224499209,training,2,Yellow Cylinder,Same Shape,1.510938,0.7971408,0.9895657
1688224499209,training,2,Blue Cylinder,Same Shape,2.31415,1.279462,0.9544443
1688224499209,training,2,Blue Cube,Different,1.908357,2.034537,0.728834
1688224499209,training,2,Purple Cube,Different,1.556051,1.290305,0.5699142
1688224499209,training,2,Yellow Pyramids,Different,2.378166,0.3289811,0.5860353
1688224499209,training,2,Yellow Cube,Different,1.300869,0.7526312,0.2322859
1688224499209,training,2,Yellow Pyramids,Different,2.474634,0.6475448,-0.8939379
1688224499209,training,2,Purple Sphere,Different,2.011553,0.7223256,0.7841182
1688224505466,training,3,Red Sphere,Target,2.335163,0.5948922,1.642378
1688224505466,training,3,Red Cube,Same Color,1.842178,1.809614,-0.5137655
1688224505466,training,3,Red Cube,Same Color,2.307161,2.10793,-0.7215234
1688224505466,training,3,Red Pyramids,Same Color,1.578158,2.01323,1.018495
1688224505466,training,3,Red Cube,Same Color,1.735132,0.6990276,0.5284901
1688224505466,training,3,Red Pyramids,Same Color,2.73652,0.2817234,-0.8684862
1688224505466,training,3,Red Pyramids,Same Color,2.51717,1.422962,0.02782482
1688224505466,training,3,Blue Sphere,Same Shape,1.181995,1.681479,1.130114
1688224505466,training,3,Blue Sphere,Same Shape,1.965838,1.222684,-0.8458304
1688224505466,training,3,Yellow Sphere,Same Shape,2.122497,1.469004,0.3973812
1688224505466,training,3,Blue Sphere,Same Shape,1.200343,1.059595,0.9977332
