Block,Duration,X_Coordination,Y_Coordination,Z_Coordination,SpawnTime
Block,Duration,X_Coordination,Y_Coordination,Z_Coordination,SpawnTime
Block,Duration,X_Coordination,Y_Coordination,Z_Coordination,SpawnTime
training,1500000,(1.6, 1.2, -0.2),1687295015224
training,1500000,(1.6, 1.2, -0.2),1687295022736
training,1250000,(1.6, 1.2, -0.2),1687295030243
